order_id,product_id,product_name,category,price,quantity,total_amount,city,province,order_date,customer_id
ORD01974,P013,Face Cream,Beauty,34.99,1,34.99,Rawalpindi,Punjab,2023-08-18,CUST2638
ORD01975,P002,Smartphone,Electronics,699.99,4,2799.96,Lahore,Punjab,2023-09-15,CUST2517
ORD01976,P010,Textbook,Books,79.99,2,159.98,Islamabad,Federal,2023-12-15,CUST7747
ORD01977,P002,Smartphone,Electronics,699.99,1,699.99,Rawalpindi,Punjab,2023-01-30,CUST4131
ORD01978,P009,Novel Book,Books,14.99,3,44.97,Peshawar,KPK,2023-04-06,CUST1941
ORD01979,P008,Blender,Appliances,49.99,1,49.99,Karachi,Sindh,2023-12-19,CUST6519
ORD01980,P002,Smartphone,Electronics,699.99,3,2099.97,Faisalabad,Punjab,2023-10-05,CUST7212
ORD01981,P010,Textbook,Books,79.99,3,239.97,Quetta,Balochistan,2023-10-10,CUST5626
ORD01982,P005,T-Shirt,Clothing,29.99,5,149.95,Faisalabad,Punjab,2023-10-08,CUST5456
ORD01983,P015,Yoga Mat,Sports,39.99,3,119.97,Islamabad,Federal,2023-12-17,CUST3442
ORD01984,P011,Sofa,Furniture,599.99,1,599.99,Karachi,Sindh,2023-06-13,CUST6320
ORD01985,P010,Textbook,Books,79.99,5,399.95,Lahore,Punjab,2023-02-04,CUST6205
ORD01986,P014,Shampoo,Beauty,12.99,1,12.99,Quetta,Balochistan,2023-05-23,CUST3953
ORD01987,P009,Novel Book,Books,14.99,5,74.95,Peshawar,KPK,2023-03-17,CUST9567
ORD01988,P003,Headphones,Electronics,149.99,1,149.99,Multan,Punjab,2023-04-19,CUST1815
ORD01989,P005,T-Shirt,Clothing,29.99,1,29.99,Lahore,Punjab,2023-12-12,CUST2905
ORD01990,P011,Sofa,Furniture,599.99,2,1199.98,Multan,Punjab,2023-07-05,CUST9139
ORD01991,P009,Novel Book,Books,14.99,2,29.98,Quetta,Balochistan,2023-08-31,CUST2608
ORD01992,P005,T-Shirt,Clothing,29.99,5,149.95,Faisalabad,Punjab,2023-01-10,CUST5675
ORD01993,P002,Smartphone,Electronics,699.99,3,2099.97,Multan,Punjab,2023-05-29,CUST3719
ORD01994,P009,Novel Book,Books,14.99,1,14.99,Lahore,Punjab,2023-12-07,CUST9824
ORD01995,P006,Jeans,Clothing,59.99,2,119.98,Peshawar,KPK,2023-09-23,CUST7278
ORD01996,P006,Jeans,Clothing,59.99,2,119.98,Quetta,Balochistan,2023-07-05,CUST2086
ORD01997,P011,Sofa,Furniture,599.99,1,599.99,Faisalabad,Punjab,2023-02-04,CUST5698
ORD01998,P011,Sofa,Furniture,599.99,1,599.99,Multan,Punjab,2023-01-21,CUST6706
ORD01999,P009,Novel Book,Books,14.99,3,44.97,Islamabad,Federal,2023-02-28,CUST6035
ORD02000,P008,Blender,Appliances,49.99,2,99.98,Karachi,Sindh,2023-03-31,CUST8717
ORD02001,P015,Yoga Mat,Sports,39.99,4,159.96,Quetta,Balochistan,2023-12-05,CUST1635
ORD02002,P009,Novel Book,Books,14.99,2,29.98,Lahore,Punjab,2023-01-15,CUST8805
ORD02003,P012,Office Chair,Furniture,249.99,1,249.99,Lahore,Punjab,2023-09-09,CUST6281
ORD02004,P009,Novel Book,Books,14.99,2,29.98,Rawalpindi,Punjab,2023-03-28,CUST4044
ORD02005,P013,Face Cream,Beauty,34.99,2,69.98,Islamabad,Federal,2023-12-03,CUST7182
ORD02006,P007,Coffee Maker,Appliances,79.99,1,79.99,Peshawar,KPK,2023-07-22,CUST1743
ORD02007,P008,Blender,Appliances,49.99,3,149.97,Lahore,Punjab,2023-11-15,CUST8501
ORD02008,P013,Face Cream,Beauty,34.99,4,139.96,Karachi,Sindh,2023-08-11,CUST9868
ORD02009,P010,Textbook,Books,79.99,4,319.96,Multan,Punjab,2023-10-15,CUST3052
ORD02010,P005,T-Shirt,Clothing,29.99,4,119.96,Multan,Punjab,2023-02-26,CUST9921
ORD02011,P010,Textbook,Books,79.99,5,399.95,Peshawar,KPK,2023-03-19,CUST3851
ORD02012,P009,Novel Book,Books,14.99,2,29.98,Peshawar,KPK,2023-04-21,CUST5407
ORD02013,P015,Yoga Mat,Sports,39.99,4,159.96,Peshawar,KPK,2023-07-26,CUST5985
ORD02014,P003,Headphones,Electronics,149.99,3,449.97,Karachi,Sindh,2023-11-10,CUST6543
ORD02015,P015,Yoga Mat,Sports,39.99,4,159.96,Peshawar,KPK,2023-05-28,CUST7491
ORD02016,P015,Yoga Mat,Sports,39.99,2,79.98,Multan,Punjab,2023-08-10,CUST3994
ORD02017,P010,Textbook,Books,79.99,3,239.97,Peshawar,KPK,2023-01-22,CUST3396
ORD02018,P002,Smartphone,Electronics,699.99,5,3499.95,Karachi,Sindh,2023-07-19,CUST2268
ORD02019,P013,Face Cream,Beauty,34.99,4,139.96,Quetta,Balochistan,2023-01-25,CUST6028
ORD02020,P007,Coffee Maker,Appliances,79.99,4,319.96,Multan,Punjab,2023-12-09,CUST1116
ORD02021,P002,Smartphone,Electronics,699.99,1,699.99,Lahore,Punjab,2023-08-10,CUST6665
ORD02022,P014,Shampoo,Beauty,12.99,5,64.95,Multan,Punjab,2023-12-13,CUST8470
ORD02023,P012,Office Chair,Furniture,249.99,1,249.99,Lahore,Punjab,2023-12-28,CUST7884
ORD02024,P015,Yoga Mat,Sports,39.99,2,79.98,Lahore,Punjab,2023-06-17,CUST7900
ORD02025,P014,Shampoo,Beauty,12.99,4,51.96,Faisalabad,Punjab,2023-04-19,CUST8501
ORD02026,P013,Face Cream,Beauty,34.99,3,104.97,Karachi,Sindh,2023-04-12,CUST6493
ORD02027,P002,Smartphone,Electronics,699.99,3,2099.97,Peshawar,KPK,2023-02-04,CUST7774
ORD02028,P015,Yoga Mat,Sports,39.99,4,159.96,Lahore,Punjab,2023-08-18,CUST5227
ORD02029,P005,T-Shirt,Clothing,29.99,5,149.95,Lahore,Punjab,2023-01-31,CUST1656
ORD02030,P003,Headphones,Electronics,149.99,1,149.99,Rawalpindi,Punjab,2023-02-09,CUST9750
ORD02031,P012,Office Chair,Furniture,249.99,1,249.99,Peshawar,KPK,2023-06-21,CUST2041
ORD02032,P003,Headphones,Electronics,149.99,4,599.96,Karachi,Sindh,2023-07-24,CUST2506
ORD02033,P001,Laptop,Electronics,899.99,1,899.99,Lahore,Punjab,2023-05-08,CUST7918
ORD02034,P005,T-Shirt,Clothing,29.99,4,119.96,Karachi,Sindh,2023-01-16,CUST5534
ORD02035,P008,Blender,Appliances,49.99,3,149.97,Rawalpindi,Punjab,2023-12-28,CUST9795
ORD02036,P009,Novel Book,Books,14.99,2,29.98,Lahore,Punjab,2023-09-23,CUST5023
ORD02037,P001,Laptop,Electronics,899.99,1,899.99,Lahore,Punjab,2023-12-11,CUST2287
ORD02038,P001,Laptop,Electronics,899.99,2,1799.98,Islamabad,Federal,2023-12-29,CUST1289
ORD02039,P003,Headphones,Electronics,149.99,1,149.99,Islamabad,Federal,2023-04-30,CUST3298
ORD02040,P005,T-Shirt,Clothing,29.99,3,89.97,Islamabad,Federal,2023-05-07,CUST1996
ORD02041,P008,Blender,Appliances,49.99,3,149.97,Islamabad,Federal,2023-01-31,CUST1814
ORD02042,P001,Laptop,Electronics,899.99,4,3599.96,Karachi,Sindh,2023-09-13,CUST7640
ORD02043,P015,Yoga Mat,Sports,39.99,3,119.97,Karachi,Sindh,2023-01-28,CUST8508
ORD02044,P002,Smartphone,Electronics,699.99,3,2099.97,Islamabad,Federal,2023-02-12,CUST4275
ORD02045,P008,Blender,Appliances,49.99,5,249.95,Karachi,Sindh,2023-01-20,CUST6492
ORD02046,P015,Yoga Mat,Sports,39.99,2,79.98,Islamabad,Federal,2023-10-08,CUST2673
ORD02047,P011,Sofa,Furniture,599.99,2,1199.98,Lahore,Punjab,2023-12-13,CUST8817
ORD02048,P015,Yoga Mat,Sports,39.99,1,39.99,Rawalpindi,Punjab,2023-07-02,CUST1711
ORD02049,P006,Jeans,Clothing,59.99,1,59.99,Peshawar,KPK,2023-12-28,CUST5600
ORD02050,P014,Shampoo,Beauty,12.99,5,64.95,Quetta,Balochistan,2023-08-14,CUST7171
ORD02051,P004,Running Shoes,Footwear,89.99,5,449.95,Karachi,Sindh,2023-10-14,CUST4861
ORD02052,P008,Blender,Appliances,49.99,5,249.95,Rawalpindi,Punjab,2023-12-19,CUST7646
ORD02053,P012,Office Chair,Furniture,249.99,5,1249.95,Islamabad,Federal,2023-03-05,CUST2839
ORD02054,P012,Office Chair,Furniture,249.99,3,749.97,Lahore,Punjab,2023-11-26,CUST7128
ORD02055,P006,Jeans,Clothing,59.99,4,239.96,Rawalpindi,Punjab,2023-08-29,CUST3395
ORD02056,P008,Blender,Appliances,49.99,1,49.99,Rawalpindi,Punjab,2023-07-17,CUST7565
ORD02057,P014,Shampoo,Beauty,12.99,4,51.96,Karachi,Sindh,2023-11-03,CUST9589
ORD02058,P011,Sofa,Furniture,599.99,2,1199.98,Islamabad,Federal,2023-05-20,CUST8538
ORD02059,P010,Textbook,Books,79.99,4,319.96,Quetta,Balochistan,2023-09-20,CUST2409
ORD02060,P002,Smartphone,Electronics,699.99,3,2099.97,Peshawar,KPK,2023-02-02,CUST2238
ORD02061,P002,Smartphone,Electronics,699.99,3,2099.97,Quetta,Balochistan,2023-08-24,CUST4463
ORD02062,P009,Novel Book,Books,14.99,3,44.97,Faisalabad,Punjab,2023-04-24,CUST3476
ORD02063,P001,Laptop,Electronics,899.99,4,3599.96,Multan,Punjab,2023-05-29,CUST2023
ORD02064,P005,T-Shirt,Clothing,29.99,2,59.98,Lahore,Punjab,2023-08-13,CUST5012
ORD02065,P011,Sofa,Furniture,599.99,2,1199.98,Peshawar,KPK,2023-07-07,CUST5796
ORD02066,P008,Blender,Appliances,49.99,5,249.95,Karachi,Sindh,2023-02-14,CUST6434
ORD02067,P002,Smartphone,Electronics,699.99,4,2799.96,Rawalpindi,Punjab,2023-02-04,CUST8961
ORD02068,P001,Laptop,Electronics,899.99,5,4499.95,Karachi,Sindh,2023-08-28,CUST4823
ORD02069,P010,Textbook,Books,79.99,5,399.95,Lahore,Punjab,2023-08-16,CUST2440
ORD02070,P006,Jeans,Clothing,59.99,4,239.96,Peshawar,KPK,2023-12-18,CUST2958
ORD02071,P001,Laptop,Electronics,899.99,4,3599.96,Lahore,Punjab,2023-07-27,CUST5849
ORD02072,P002,Smartphone,Electronics,699.99,3,2099.97,Peshawar,KPK,2023-06-22,CUST7610
ORD02073,P001,Laptop,Electronics,899.99,1,899.99,Faisalabad,Punjab,2023-04-24,CUST4864
ORD02074,P006,Jeans,Clothing,59.99,4,239.96,Rawalpindi,Punjab,2023-02-06,CUST6518
ORD02075,P009,Novel Book,Books,14.99,5,74.95,Karachi,Sindh,2023-09-02,CUST6840
ORD02076,P008,Blender,Appliances,49.99,5,249.95,Quetta,Balochistan,2023-10-25,CUST2415
ORD02077,P003,Headphones,Electronics,149.99,1,149.99,Peshawar,KPK,2023-06-09,CUST3112
ORD02078,P015,Yoga Mat,Sports,39.99,3,119.97,Lahore,Punjab,2023-07-17,CUST2987
ORD02079,P005,T-Shirt,Clothing,29.99,1,29.99,Islamabad,Federal,2023-05-10,CUST9083
ORD02080,P010,Textbook,Books,79.99,4,319.96,Quetta,Balochistan,2023-03-10,CUST5307
ORD02081,P003,Headphones,Electronics,149.99,1,149.99,Islamabad,Federal,2023-11-28,CUST7824
ORD02082,P015,Yoga Mat,Sports,39.99,2,79.98,Multan,Punjab,2023-02-19,CUST5805
ORD02083,P007,Coffee Maker,Appliances,79.99,3,239.97,Peshawar,KPK,2023-11-10,CUST2186
ORD02084,P003,Headphones,Electronics,149.99,2,299.98,Islamabad,Federal,2023-05-04,CUST5407
ORD02085,P005,T-Shirt,Clothing,29.99,2,59.98,Lahore,Punjab,2023-03-03,CUST7735
ORD02086,P007,Coffee Maker,Appliances,79.99,3,239.97,Rawalpindi,Punjab,2023-12-29,CUST8766
ORD02087,P012,Office Chair,Furniture,249.99,1,249.99,Karachi,Sindh,2023-10-11,CUST1243
ORD02088,P014,Shampoo,Beauty,12.99,1,12.99,Islamabad,Federal,2023-08-11,CUST9955
ORD02089,P005,T-Shirt,Clothing,29.99,2,59.98,Islamabad,Federal,2023-11-25,CUST2594
ORD02090,P002,Smartphone,Electronics,699.99,2,1399.98,Quetta,Balochistan,2023-10-12,CUST6494
ORD02091,P015,Yoga Mat,Sports,39.99,3,119.97,Rawalpindi,Punjab,2023-05-13,CUST2724
ORD02092,P002,Smartphone,Electronics,699.99,2,1399.98,Rawalpindi,Punjab,2023-07-11,CUST4422
ORD02093,P015,Yoga Mat,Sports,39.99,2,79.98,Rawalpindi,Punjab,2023-10-09,CUST5376
ORD02094,P014,Shampoo,Beauty,12.99,4,51.96,Faisalabad,Punjab,2023-10-31,CUST8971
ORD02095,P004,Running Shoes,Footwear,89.99,3,269.97,Islamabad,Federal,2023-09-09,CUST5624
ORD02096,P001,Laptop,Electronics,899.99,2,1799.98,Karachi,Sindh,2023-11-23,CUST9060
ORD02097,P012,Office Chair,Furniture,249.99,5,1249.95,Faisalabad,Punjab,2023-12-12,CUST9588
ORD02098,P003,Headphones,Electronics,149.99,2,299.98,Quetta,Balochistan,2023-01-02,CUST2710
ORD02099,P010,Textbook,Books,79.99,5,399.95,Islamabad,Federal,2023-11-05,CUST9061
ORD02100,P005,T-Shirt,Clothing,29.99,5,149.95,Lahore,Punjab,2023-07-07,CUST9568
ORD02101,P014,Shampoo,Beauty,12.99,4,51.96,Rawalpindi,Punjab,2023-01-03,CUST1429
ORD02102,P004,Running Shoes,Footwear,89.99,3,269.97,Faisalabad,Punjab,2023-10-14,CUST1378
ORD02103,P009,Novel Book,Books,14.99,1,14.99,Islamabad,Federal,2023-03-24,CUST3909
ORD02104,P014,Shampoo,Beauty,12.99,4,51.96,Islamabad,Federal,2023-12-17,CUST8491
ORD02105,P007,Coffee Maker,Appliances,79.99,4,319.96,Karachi,Sindh,2023-03-03,CUST6972
ORD02106,P005,T-Shirt,Clothing,29.99,1,29.99,Multan,Punjab,2023-12-29,CUST8485
ORD02107,P007,Coffee Maker,Appliances,79.99,3,239.97,Islamabad,Federal,2023-09-15,CUST6367
ORD02108,P015,Yoga Mat,Sports,39.99,3,119.97,Quetta,Balochistan,2023-03-08,CUST6973
ORD02109,P011,Sofa,Furniture,599.99,3,1799.97,Faisalabad,Punjab,2023-09-05,CUST5495
ORD02110,P002,Smartphone,Electronics,699.99,1,699.99,Karachi,Sindh,2023-07-19,CUST9782
ORD02111,P010,Textbook,Books,79.99,5,399.95,Islamabad,Federal,2023-01-13,CUST3384
ORD02112,P001,Laptop,Electronics,899.99,2,1799.98,Multan,Punjab,2023-12-18,CUST3224
ORD02113,P001,Laptop,Electronics,899.99,1,899.99,Peshawar,KPK,2023-12-09,CUST1000
ORD02114,P015,Yoga Mat,Sports,39.99,5,199.95,Multan,Punjab,2023-05-29,CUST8499
ORD02115,P015,Yoga Mat,Sports,39.99,4,159.96,Islamabad,Federal,2023-11-25,CUST3941
ORD02116,P009,Novel Book,Books,14.99,2,29.98,Peshawar,KPK,2023-05-06,CUST7160
ORD02117,P005,T-Shirt,Clothing,29.99,2,59.98,Multan,Punjab,2023-07-21,CUST4642
ORD02118,P012,Office Chair,Furniture,249.99,2,499.98,Faisalabad,Punjab,2023-08-08,CUST9213
ORD02119,P004,Running Shoes,Footwear,89.99,4,359.96,Rawalpindi,Punjab,2023-09-26,CUST4071
ORD02120,P001,Laptop,Electronics,899.99,1,899.99,Quetta,Balochistan,2023-06-10,CUST3375
ORD02121,P003,Headphones,Electronics,149.99,4,599.96,Lahore,Punjab,2023-10-31,CUST3780
ORD02122,P011,Sofa,Furniture,599.99,4,2399.96,Islamabad,Federal,2023-05-29,CUST7662
ORD02123,P009,Novel Book,Books,14.99,5,74.95,Lahore,Punjab,2023-03-28,CUST8948
ORD02124,P009,Novel Book,Books,14.99,5,74.95,Multan,Punjab,2023-03-28,CUST3394
ORD02125,P008,Blender,Appliances,49.99,5,249.95,Faisalabad,Punjab,2023-02-14,CUST7175
ORD02126,P008,Blender,Appliances,49.99,1,49.99,Lahore,Punjab,2023-03-21,CUST4385
ORD02127,P009,Novel Book,Books,14.99,4,59.96,Quetta,Balochistan,2023-06-18,CUST3946
ORD02128,P013,Face Cream,Beauty,34.99,2,69.98,Peshawar,KPK,2023-01-11,CUST5704
ORD02129,P004,Running Shoes,Footwear,89.99,2,179.98,Faisalabad,Punjab,2023-08-07,CUST4036
ORD02130,P004,Running Shoes,Footwear,89.99,1,89.99,Multan,Punjab,2023-12-26,CUST2225
ORD02131,P009,Novel Book,Books,14.99,5,74.95,Lahore,Punjab,2023-12-17,CUST8244
ORD02132,P008,Blender,Appliances,49.99,2,99.98,Rawalpindi,Punjab,2023-11-05,CUST6358
ORD02133,P011,Sofa,Furniture,599.99,2,1199.98,Rawalpindi,Punjab,2023-01-17,CUST1483
ORD02134,P011,Sofa,Furniture,599.99,4,2399.96,Islamabad,Federal,2023-06-07,CUST7384
ORD02135,P002,Smartphone,Electronics,699.99,1,699.99,Lahore,Punjab,2023-11-14,CUST2687
ORD02136,P003,Headphones,Electronics,149.99,2,299.98,Faisalabad,Punjab,2023-07-19,CUST1855
ORD02137,P013,Face Cream,Beauty,34.99,5,174.95,Rawalpindi,Punjab,2023-08-03,CUST4867
ORD02138,P009,Novel Book,Books,14.99,1,14.99,Faisalabad,Punjab,2023-10-20,CUST4962
ORD02139,P001,Laptop,Electronics,899.99,4,3599.96,Islamabad,Federal,2023-12-10,CUST4121
ORD02140,P010,Textbook,Books,79.99,5,399.95,Karachi,Sindh,2023-05-15,CUST4016
ORD02141,P010,Textbook,Books,79.99,5,399.95,Rawalpindi,Punjab,2023-03-22,CUST1576
ORD02142,P007,Coffee Maker,Appliances,79.99,2,159.98,Lahore,Punjab,2023-02-04,CUST5688
ORD02143,P010,Textbook,Books,79.99,1,79.99,Karachi,Sindh,2023-06-02,CUST8337
ORD02144,P011,Sofa,Furniture,599.99,2,1199.98,Peshawar,KPK,2023-02-20,CUST9236
ORD02145,P011,Sofa,Furniture,599.99,4,2399.96,Rawalpindi,Punjab,2023-01-12,CUST6863
ORD02146,P007,Coffee Maker,Appliances,79.99,3,239.97,Faisalabad,Punjab,2023-05-10,CUST8271
ORD02147,P014,Shampoo,Beauty,12.99,4,51.96,Karachi,Sindh,2023-11-02,CUST8854
ORD02148,P010,Textbook,Books,79.99,4,319.96,Rawalpindi,Punjab,2023-02-15,CUST6233
ORD02149,P008,Blender,Appliances,49.99,5,249.95,Rawalpindi,Punjab,2023-07-28,CUST7835
ORD02150,P014,Shampoo,Beauty,12.99,2,25.98,Rawalpindi,Punjab,2023-11-16,CUST1066
ORD02151,P001,Laptop,Electronics,899.99,4,3599.96,Rawalpindi,Punjab,2023-09-24,CUST3110
ORD02152,P006,Jeans,Clothing,59.99,1,59.99,Faisalabad,Punjab,2023-09-17,CUST7284
ORD02153,P007,Coffee Maker,Appliances,79.99,2,159.98,Rawalpindi,Punjab,2023-04-26,CUST6020
ORD02154,P008,Blender,Appliances,49.99,3,149.97,Islamabad,Federal,2023-02-07,CUST5226
ORD02155,P015,Yoga Mat,Sports,39.99,1,39.99,Rawalpindi,Punjab,2023-10-22,CUST8504
ORD02156,P012,Office Chair,Furniture,249.99,4,999.96,Multan,Punjab,2023-05-31,CUST2550
ORD02157,P013,Face Cream,Beauty,34.99,1,34.99,Islamabad,Federal,2023-09-25,CUST7770
ORD02158,P008,Blender,Appliances,49.99,5,249.95,Rawalpindi,Punjab,2023-08-07,CUST3941
ORD02159,P013,Face Cream,Beauty,34.99,2,69.98,Faisalabad,Punjab,2023-06-18,CUST1971
ORD02160,P008,Blender,Appliances,49.99,2,99.98,Multan,Punjab,2023-12-08,CUST6407
ORD02161,P003,Headphones,Electronics,149.99,1,149.99,Islamabad,Federal,2023-08-03,CUST6934
ORD02162,P010,Textbook,Books,79.99,3,239.97,Islamabad,Federal,2023-04-27,CUST9026
ORD02163,P008,Blender,Appliances,49.99,1,49.99,Rawalpindi,Punjab,2023-01-04,CUST4230
ORD02164,P003,Headphones,Electronics,149.99,4,599.96,Quetta,Balochistan,2023-05-06,CUST7653
ORD02165,P001,Laptop,Electronics,899.99,1,899.99,Peshawar,KPK,2023-02-08,CUST9980
ORD02166,P011,Sofa,Furniture,599.99,1,599.99,Karachi,Sindh,2023-06-29,CUST7800
ORD02167,P014,Shampoo,Beauty,12.99,5,64.95,Islamabad,Federal,2023-12-25,CUST1973
ORD02168,P001,Laptop,Electronics,899.99,5,4499.95,Lahore,Punjab,2023-07-23,CUST5592
ORD02169,P003,Headphones,Electronics,149.99,5,749.95,Rawalpindi,Punjab,2023-07-16,CUST7720
ORD02170,P003,Headphones,Electronics,149.99,2,299.98,Peshawar,KPK,2023-05-18,CUST7731
ORD02171,P013,Face Cream,Beauty,34.99,1,34.99,Karachi,Sindh,2023-01-13,CUST9247
ORD02172,P012,Office Chair,Furniture,249.99,5,1249.95,Peshawar,KPK,2023-06-21,CUST4964
ORD02173,P015,Yoga Mat,Sports,39.99,2,79.98,Rawalpindi,Punjab,2023-12-05,CUST8897
ORD02174,P005,T-Shirt,Clothing,29.99,2,59.98,Multan,Punjab,2023-01-28,CUST9218
ORD02175,P004,Running Shoes,Footwear,89.99,2,179.98,Multan,Punjab,2023-02-11,CUST6931
ORD02176,P008,Blender,Appliances,49.99,3,149.97,Lahore,Punjab,2023-05-31,CUST5736
ORD02177,P012,Office Chair,Furniture,249.99,3,749.97,Faisalabad,Punjab,2023-04-11,CUST7747
ORD02178,P008,Blender,Appliances,49.99,4,199.96,Karachi,Sindh,2023-07-21,CUST3358
ORD02179,P004,Running Shoes,Footwear,89.99,4,359.96,Multan,Punjab,2023-07-20,CUST3647
ORD02180,P010,Textbook,Books,79.99,1,79.99,Lahore,Punjab,2023-09-30,CUST6154
ORD02181,P006,Jeans,Clothing,59.99,4,239.96,Faisalabad,Punjab,2023-08-18,CUST2290
ORD02182,P007,Coffee Maker,Appliances,79.99,3,239.97,Peshawar,KPK,2023-09-24,CUST7401
ORD02183,P015,Yoga Mat,Sports,39.99,2,79.98,Karachi,Sindh,2023-08-29,CUST6543
ORD02184,P002,Smartphone,Electronics,699.99,2,1399.98,Karachi,Sindh,2023-10-31,CUST7417
ORD02185,P010,Textbook,Books,79.99,1,79.99,Faisalabad,Punjab,2023-07-07,CUST8510
ORD02186,P008,Blender,Appliances,49.99,4,199.96,Rawalpindi,Punjab,2023-12-01,CUST2355
ORD02187,P002,Smartphone,Electronics,699.99,3,2099.97,Multan,Punjab,2023-02-04,CUST8049
ORD02188,P008,Blender,Appliances,49.99,4,199.96,Rawalpindi,Punjab,2023-12-22,CUST3874
ORD02189,P006,Jeans,Clothing,59.99,2,119.98,Rawalpindi,Punjab,2023-08-12,CUST4799
ORD02190,P007,Coffee Maker,Appliances,79.99,2,159.98,Faisalabad,Punjab,2023-02-11,CUST9041
ORD02191,P003,Headphones,Electronics,149.99,2,299.98,Islamabad,Federal,2023-09-25,CUST5709
ORD02192,P010,Textbook,Books,79.99,1,79.99,Quetta,Balochistan,2023-08-19,CUST3973
ORD02193,P015,Yoga Mat,Sports,39.99,5,199.95,Lahore,Punjab,2023-08-08,CUST5178
ORD02194,P010,Textbook,Books,79.99,4,319.96,Karachi,Sindh,2023-01-20,CUST2967
ORD02195,P010,Textbook,Books,79.99,4,319.96,Peshawar,KPK,2023-10-16,CUST9920
ORD02196,P006,Jeans,Clothing,59.99,3,179.97,Islamabad,Federal,2023-01-10,CUST4563
ORD02197,P007,Coffee Maker,Appliances,79.99,2,159.98,Rawalpindi,Punjab,2023-04-24,CUST5212
ORD02198,P008,Blender,Appliances,49.99,5,249.95,Faisalabad,Punjab,2023-09-22,CUST3512
ORD02199,P009,Novel Book,Books,14.99,4,59.96,Peshawar,KPK,2023-06-04,CUST2028
ORD02200,P013,Face Cream,Beauty,34.99,3,104.97,Faisalabad,Punjab,2023-02-05,CUST6728
ORD02201,P014,Shampoo,Beauty,12.99,5,64.95,Faisalabad,Punjab,2023-09-28,CUST7237
ORD02202,P007,Coffee Maker,Appliances,79.99,5,399.95,Multan,Punjab,2023-04-24,CUST2855
ORD02203,P014,Shampoo,Beauty,12.99,1,12.99,Peshawar,KPK,2023-05-26,CUST4460
ORD02204,P005,T-Shirt,Clothing,29.99,2,59.98,Faisalabad,Punjab,2023-04-03,CUST8889
ORD02205,P004,Running Shoes,Footwear,89.99,1,89.99,Quetta,Balochistan,2023-03-24,CUST9750
ORD02206,P011,Sofa,Furniture,599.99,3,1799.97,Faisalabad,Punjab,2023-04-30,CUST8523
ORD02207,P004,Running Shoes,Footwear,89.99,3,269.97,Karachi,Sindh,2023-12-12,CUST1371
ORD02208,P007,Coffee Maker,Appliances,79.99,5,399.95,Quetta,Balochistan,2023-06-06,CUST7905
ORD02209,P010,Textbook,Books,79.99,2,159.98,Karachi,Sindh,2023-06-21,CUST5123
ORD02210,P009,Novel Book,Books,14.99,4,59.96,Faisalabad,Punjab,2023-06-20,CUST2623
ORD02211,P002,Smartphone,Electronics,699.99,4,2799.96,Faisalabad,Punjab,2023-08-01,CUST9802
ORD02212,P009,Novel Book,Books,14.99,5,74.95,Faisalabad,Punjab,2023-06-24,CUST9255
ORD02213,P003,Headphones,Electronics,149.99,1,149.99,Multan,Punjab,2023-02-09,CUST1507
ORD02214,P002,Smartphone,Electronics,699.99,4,2799.96,Karachi,Sindh,2023-11-15,CUST2481
ORD02215,P008,Blender,Appliances,49.99,1,49.99,Lahore,Punjab,2023-10-12,CUST4945
ORD02216,P015,Yoga Mat,Sports,39.99,3,119.97,Lahore,Punjab,2023-01-08,CUST8753
ORD02217,P002,Smartphone,Electronics,699.99,3,2099.97,Faisalabad,Punjab,2023-10-16,CUST1610
ORD02218,P015,Yoga Mat,Sports,39.99,1,39.99,Lahore,Punjab,2023-02-14,CUST8991
ORD02219,P008,Blender,Appliances,49.99,3,149.97,Islamabad,Federal,2023-07-07,CUST5010
ORD02220,P014,Shampoo,Beauty,12.99,2,25.98,Karachi,Sindh,2023-07-18,CUST3213
ORD02221,P005,T-Shirt,Clothing,29.99,5,149.95,Karachi,Sindh,2023-07-05,CUST6596
ORD02222,P010,Textbook,Books,79.99,5,399.95,Rawalpindi,Punjab,2023-08-18,CUST2495
ORD02223,P013,Face Cream,Beauty,34.99,5,174.95,Karachi,Sindh,2023-03-21,CUST7390
ORD02224,P009,Novel Book,Books,14.99,4,59.96,Rawalpindi,Punjab,2023-12-14,CUST7623
ORD02225,P008,Blender,Appliances,49.99,3,149.97,Quetta,Balochistan,2023-12-12,CUST7661
ORD02226,P001,Laptop,Electronics,899.99,1,899.99,Peshawar,KPK,2023-12-11,CUST5202
ORD02227,P001,Laptop,Electronics,899.99,1,899.99,Karachi,Sindh,2023-12-15,CUST7686
ORD02228,P006,Jeans,Clothing,59.99,1,59.99,Rawalpindi,Punjab,2023-09-17,CUST5112
ORD02229,P003,Headphones,Electronics,149.99,4,599.96,Peshawar,KPK,2023-04-07,CUST8822
ORD02230,P004,Running Shoes,Footwear,89.99,5,449.95,Peshawar,KPK,2023-06-19,CUST3499
ORD02231,P005,T-Shirt,Clothing,29.99,5,149.95,Multan,Punjab,2023-03-08,CUST7054
ORD02232,P008,Blender,Appliances,49.99,2,99.98,Multan,Punjab,2023-05-24,CUST1330
ORD02233,P006,Jeans,Clothing,59.99,2,119.98,Faisalabad,Punjab,2023-10-25,CUST7394
ORD02234,P002,Smartphone,Electronics,699.99,2,1399.98,Quetta,Balochistan,2023-07-03,CUST3690
ORD02235,P005,T-Shirt,Clothing,29.99,4,119.96,Quetta,Balochistan,2023-11-16,CUST5071
